time,temperature,voltage,current,chemistry,dataset
203.0,32.689,4.0893,1.549,NMC-LMO,SNL_NMC-LMO_85SOC_b
204.0,32.719,4.0888,1.443,NMC-LMO,SNL_NMC-LMO_85SOC_b
205.0,33.514,4.0878,1.511,NMC-LMO,SNL_NMC-LMO_85SOC_b
206.0,33.227,4.087,1.471,NMC-LMO,SNL_NMC-LMO_85SOC_b
207.0,32.813,4.086,1.548,NMC-LMO,SNL_NMC-LMO_85SOC_b
208.0,33.772,4.0873,1.418,NMC-LMO,SNL_NMC-LMO_85SOC_b
209.0,32.634,4.0879,1.38,NMC-LMO,SNL_NMC-LMO_85SOC_b
210.0,32.346,4.0832,1.436,NMC-LMO,SNL_NMC-LMO_85SOC_b
211.0,32.522,4.0867,1.529,NMC-LMO,SNL_NMC-LMO_85SOC_b
212.0,33.217,4.0845,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
213.0,33.364,4.0841,1.535,NMC-LMO,SNL_NMC-LMO_85SOC_b
214.0,32.924,4.0829,1.521,NMC-LMO,SNL_NMC-LMO_85SOC_b
215.0,33.241,4.0847,1.514,NMC-LMO,SNL_NMC-LMO_85SOC_b
216.0,33.196,4.0839,1.465,NMC-LMO,SNL_NMC-LMO_85SOC_b
217.0,34.108,4.084,1.476,NMC-LMO,SNL_NMC-LMO_85SOC_b
218.0,33.14,4.0853,1.422,NMC-LMO,SNL_NMC-LMO_85SOC_b
219.0,33.627,4.0808,1.477,NMC-LMO,SNL_NMC-LMO_85SOC_b
220.0,34.1,4.0836,1.45,NMC-LMO,SNL_NMC-LMO_85SOC_b
221.0,32.984,4.0807,1.493,NMC-LMO,SNL_NMC-LMO_85SOC_b
222.0,32.382,4.0829,1.436,NMC-LMO,SNL_NMC-LMO_85SOC_b
223.0,32.328,4.0805,1.552,NMC-LMO,SNL_NMC-LMO_85SOC_b
224.0,33.474,4.0821,1.43,NMC-LMO,SNL_NMC-LMO_85SOC_b
225.0,34.123,4.0835,1.493,NMC-LMO,SNL_NMC-LMO_85SOC_b
226.0,33.824,4.0805,1.457,NMC-LMO,SNL_NMC-LMO_85SOC_b
227.0,32.959,4.0836,1.441,NMC-LMO,SNL_NMC-LMO_85SOC_b
228.0,33.791,4.0812,1.48,NMC-LMO,SNL_NMC-LMO_85SOC_b
229.0,31.985,4.0819,1.506,NMC-LMO,SNL_NMC-LMO_85SOC_b
230.0,33.71,4.0824,1.504,NMC-LMO,SNL_NMC-LMO_85SOC_b
231.0,33.094,4.0804,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_b
232.0,33.885,4.0807,1.448,NMC-LMO,SNL_NMC-LMO_85SOC_b
233.0,33.202,4.0805,1.436,NMC-LMO,SNL_NMC-LMO_85SOC_b
234.0,32.851,4.0802,1.529,NMC-LMO,SNL_NMC-LMO_85SOC_b
235.0,33.708,4.0777,1.508,NMC-LMO,SNL_NMC-LMO_85SOC_b
236.0,35.073,4.0767,1.558,NMC-LMO,SNL_NMC-LMO_85SOC_b
237.0,33.225,4.0824,1.523,NMC-LMO,SNL_NMC-LMO_85SOC_b
238.0,34.029,4.0778,1.547,NMC-LMO,SNL_NMC-LMO_85SOC_b
239.0,33.941,4.0832,1.43,NMC-LMO,SNL_NMC-LMO_85SOC_b
240.0,33.608,4.0793,1.542,NMC-LMO,SNL_NMC-LMO_85SOC_b
241.0,33.092,4.0797,1.442,NMC-LMO,SNL_NMC-LMO_85SOC_b
242.0,34.824,4.0765,1.508,NMC-LMO,SNL_NMC-LMO_85SOC_b
243.0,34.684,4.0779,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
244.0,33.301,4.077,1.446,NMC-LMO,SNL_NMC-LMO_85SOC_b
245.0,33.591,4.0778,1.483,NMC-LMO,SNL_NMC-LMO_85SOC_b
246.0,34.798,4.0779,1.535,NMC-LMO,SNL_NMC-LMO_85SOC_b
247.0,33.416,4.0748,1.456,NMC-LMO,SNL_NMC-LMO_85SOC_b
248.0,34.099,4.0742,1.591,NMC-LMO,SNL_NMC-LMO_85SOC_b
249.0,35.514,4.077,1.462,NMC-LMO,SNL_NMC-LMO_85SOC_b
250.0,35.081,4.0762,1.512,NMC-LMO,SNL_NMC-LMO_85SOC_b
251.0,34.44,4.0738,1.368,NMC-LMO,SNL_NMC-LMO_85SOC_b
252.0,34.91,4.0735,1.477,NMC-LMO,SNL_NMC-LMO_85SOC_b
253.0,34.007,4.0771,1.533,NMC-LMO,SNL_NMC-LMO_85SOC_b
254.0,34.953,4.0759,1.481,NMC-LMO,SNL_NMC-LMO_85SOC_b
255.0,34.747,4.0735,1.503,NMC-LMO,SNL_NMC-LMO_85SOC_b
256.0,34.382,4.0723,1.426,NMC-LMO,SNL_NMC-LMO_85SOC_b
257.0,34.701,4.0713,1.526,NMC-LMO,SNL_NMC-LMO_85SOC_b
258.0,35.464,4.074,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_b
259.0,34.687,4.0734,1.532,NMC-LMO,SNL_NMC-LMO_85SOC_b
260.0,34.724,4.0739,1.456,NMC-LMO,SNL_NMC-LMO_85SOC_b
261.0,34.329,4.07,1.495,NMC-LMO,SNL_NMC-LMO_85SOC_b
262.0,35.992,4.0676,1.486,NMC-LMO,SNL_NMC-LMO_85SOC_b
263.0,34.168,4.0698,1.518,NMC-LMO,SNL_NMC-LMO_85SOC_b
264.0,34.78,4.0697,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_b
265.0,34.749,4.0676,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_b
266.0,35.56,4.0719,1.577,NMC-LMO,SNL_NMC-LMO_85SOC_b
267.0,35.325,4.0713,1.552,NMC-LMO,SNL_NMC-LMO_85SOC_b
268.0,35.19,4.0694,1.408,NMC-LMO,SNL_NMC-LMO_85SOC_b
269.0,36.377,4.066,1.375,NMC-LMO,SNL_NMC-LMO_85SOC_b
270.0,34.711,4.071,1.451,NMC-LMO,SNL_NMC-LMO_85SOC_b
271.0,34.701,4.0697,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_b
272.0,35.669,4.0689,1.44,NMC-LMO,SNL_NMC-LMO_85SOC_b
273.0,35.419,4.0678,1.445,NMC-LMO,SNL_NMC-LMO_85SOC_b
274.0,35.76,4.0693,1.533,NMC-LMO,SNL_NMC-LMO_85SOC_b
275.0,34.823,4.0664,1.531,NMC-LMO,SNL_NMC-LMO_85SOC_b
276.0,35.96,4.0692,1.508,NMC-LMO,SNL_NMC-LMO_85SOC_b
277.0,36.385,4.0696,1.488,NMC-LMO,SNL_NMC-LMO_85SOC_b
278.0,35.071,4.0698,1.503,NMC-LMO,SNL_NMC-LMO_85SOC_b
279.0,35.678,4.0656,1.544,NMC-LMO,SNL_NMC-LMO_85SOC_b
280.0,34.759,4.0673,1.539,NMC-LMO,SNL_NMC-LMO_85SOC_b
281.0,37.514,4.0635,1.563,NMC-LMO,SNL_NMC-LMO_85SOC_b
282.0,36.022,4.0685,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_b
283.0,36.097,4.0614,1.534,NMC-LMO,SNL_NMC-LMO_85SOC_b
284.0,35.148,4.061,1.494,NMC-LMO,SNL_NMC-LMO_85SOC_b
285.0,34.484,4.0619,1.527,NMC-LMO,SNL_NMC-LMO_85SOC_b
286.0,35.369,4.065,1.485,NMC-LMO,SNL_NMC-LMO_85SOC_b
287.0,36.442,4.0654,1.443,NMC-LMO,SNL_NMC-LMO_85SOC_b
288.0,35.943,4.0642,1.474,NMC-LMO,SNL_NMC-LMO_85SOC_b
289.0,36.067,4.0625,1.517,NMC-LMO,SNL_NMC-LMO_85SOC_b
290.0,35.529,4.0638,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_b
291.0,35.66,4.0614,1.561,NMC-LMO,SNL_NMC-LMO_85SOC_b
292.0,36.683,4.0626,1.543,NMC-LMO,SNL_NMC-LMO_85SOC_b
293.0,36.619,4.061,1.57,NMC-LMO,SNL_NMC-LMO_85SOC_b
294.0,36.785,4.0607,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
295.0,36.235,4.0638,1.499,NMC-LMO,SNL_NMC-LMO_85SOC_b
296.0,35.529,4.0623,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_b
297.0,37.419,4.0609,1.612,NMC-LMO,SNL_NMC-LMO_85SOC_b
298.0,36.538,4.0645,1.421,NMC-LMO,SNL_NMC-LMO_85SOC_b
299.0,37.461,4.0583,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_b
300.0,35.967,4.0604,1.564,NMC-LMO,SNL_NMC-LMO_85SOC_b
301.0,36.051,4.0583,1.455,NMC-LMO,SNL_NMC-LMO_85SOC_b
302.0,36.956,4.06,1.568,NMC-LMO,SNL_NMC-LMO_85SOC_b
303.0,36.327,4.0576,1.457,NMC-LMO,SNL_NMC-LMO_85SOC_b
304.0,37.259,4.0609,1.538,NMC-LMO,SNL_NMC-LMO_85SOC_b
305.0,34.946,4.055,1.429,NMC-LMO,SNL_NMC-LMO_85SOC_b
306.0,36.387,4.0567,1.418,NMC-LMO,SNL_NMC-LMO_85SOC_b
307.0,37.425,4.0579,1.515,NMC-LMO,SNL_NMC-LMO_85SOC_b
308.0,36.625,4.0581,1.42,NMC-LMO,SNL_NMC-LMO_85SOC_b
309.0,36.995,4.0588,1.442,NMC-LMO,SNL_NMC-LMO_85SOC_b
310.0,36.078,4.0585,1.515,NMC-LMO,SNL_NMC-LMO_85SOC_b
311.0,35.308,4.0524,1.551,NMC-LMO,SNL_NMC-LMO_85SOC_b
312.0,37.175,4.0566,1.491,NMC-LMO,SNL_NMC-LMO_85SOC_b
313.0,38.065,4.0536,1.501,NMC-LMO,SNL_NMC-LMO_85SOC_b
314.0,37.115,4.0543,1.499,NMC-LMO,SNL_NMC-LMO_85SOC_b
315.0,36.01,4.0583,1.534,NMC-LMO,SNL_NMC-LMO_85SOC_b
316.0,38.227,4.0551,1.449,NMC-LMO,SNL_NMC-LMO_85SOC_b
317.0,37.014,4.0548,1.529,NMC-LMO,SNL_NMC-LMO_85SOC_b
318.0,37.155,4.0552,1.539,NMC-LMO,SNL_NMC-LMO_85SOC_b
319.0,37.047,4.0531,1.385,NMC-LMO,SNL_NMC-LMO_85SOC_b
320.0,37.106,4.0571,1.51,NMC-LMO,SNL_NMC-LMO_85SOC_b
321.0,37.354,4.0511,1.522,NMC-LMO,SNL_NMC-LMO_85SOC_b
322.0,37.362,4.0566,1.489,NMC-LMO,SNL_NMC-LMO_85SOC_b
323.0,38.104,4.0544,1.419,NMC-LMO,SNL_NMC-LMO_85SOC_b
324.0,37.277,4.0576,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_b
325.0,36.89,4.0501,1.383,NMC-LMO,SNL_NMC-LMO_85SOC_b
326.0,37.88,4.0515,1.438,NMC-LMO,SNL_NMC-LMO_85SOC_b
327.0,37.839,4.0558,1.577,NMC-LMO,SNL_NMC-LMO_85SOC_b
328.0,37.305,4.0507,1.599,NMC-LMO,SNL_NMC-LMO_85SOC_b
329.0,38.138,4.0508,1.463,NMC-LMO,SNL_NMC-LMO_85SOC_b
330.0,38.956,4.0503,1.521,NMC-LMO,SNL_NMC-LMO_85SOC_b
331.0,37.649,4.0527,1.528,NMC-LMO,SNL_NMC-LMO_85SOC_b
332.0,37.237,4.0525,1.481,NMC-LMO,SNL_NMC-LMO_85SOC_b
333.0,36.427,4.0476,1.425,NMC-LMO,SNL_NMC-LMO_85SOC_b
334.0,37.933,4.0483,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
335.0,37.738,4.051,1.568,NMC-LMO,SNL_NMC-LMO_85SOC_b
336.0,37.263,4.0497,1.505,NMC-LMO,SNL_NMC-LMO_85SOC_b
337.0,38.149,4.0464,1.482,NMC-LMO,SNL_NMC-LMO_85SOC_b
338.0,38.499,4.0496,1.493,NMC-LMO,SNL_NMC-LMO_85SOC_b
339.0,37.824,4.0466,1.504,NMC-LMO,SNL_NMC-LMO_85SOC_b
340.0,38.676,4.0478,1.544,NMC-LMO,SNL_NMC-LMO_85SOC_b
341.0,37.663,4.0481,1.519,NMC-LMO,SNL_NMC-LMO_85SOC_b
342.0,38.287,4.0484,1.456,NMC-LMO,SNL_NMC-LMO_85SOC_b
343.0,38.888,4.0491,1.547,NMC-LMO,SNL_NMC-LMO_85SOC_b
344.0,37.53,4.0466,1.523,NMC-LMO,SNL_NMC-LMO_85SOC_b
345.0,37.427,4.0456,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_b
346.0,37.745,4.0456,1.441,NMC-LMO,SNL_NMC-LMO_85SOC_b
347.0,38.306,4.0508,1.491,NMC-LMO,SNL_NMC-LMO_85SOC_b
348.0,38.05,4.0456,1.487,NMC-LMO,SNL_NMC-LMO_85SOC_b
349.0,38.523,4.0495,1.542,NMC-LMO,SNL_NMC-LMO_85SOC_b
350.0,38.815,4.0454,1.579,NMC-LMO,SNL_NMC-LMO_85SOC_b
351.0,38.8,4.0472,1.543,NMC-LMO,SNL_NMC-LMO_85SOC_b
352.0,38.371,4.0409,1.563,NMC-LMO,SNL_NMC-LMO_85SOC_b
353.0,39.043,4.0432,1.555,NMC-LMO,SNL_NMC-LMO_85SOC_b
354.0,38.59,4.0428,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_b
355.0,38.934,4.0412,1.545,NMC-LMO,SNL_NMC-LMO_85SOC_b
356.0,38.62,4.0451,1.438,NMC-LMO,SNL_NMC-LMO_85SOC_b
357.0,38.167,4.0448,1.539,NMC-LMO,SNL_NMC-LMO_85SOC_b
358.0,39.7,4.0403,1.434,NMC-LMO,SNL_NMC-LMO_85SOC_b
359.0,38.248,4.0463,1.47,NMC-LMO,SNL_NMC-LMO_85SOC_b
360.0,38.07,4.041,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_b
361.0,39.35,4.0416,1.498,NMC-LMO,SNL_NMC-LMO_85SOC_b
362.0,39.211,4.0417,1.565,NMC-LMO,SNL_NMC-LMO_85SOC_b
363.0,38.306,4.0416,1.439,NMC-LMO,SNL_NMC-LMO_85SOC_b
364.0,39.802,4.0424,1.486,NMC-LMO,SNL_NMC-LMO_85SOC_b
365.0,39.319,4.0392,1.508,NMC-LMO,SNL_NMC-LMO_85SOC_b
366.0,38.414,4.0377,1.483,NMC-LMO,SNL_NMC-LMO_85SOC_b
367.0,39.057,4.0413,1.473,NMC-LMO,SNL_NMC-LMO_85SOC_b
368.0,39.13,4.0407,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_b
369.0,39.27,4.0378,1.482,NMC-LMO,SNL_NMC-LMO_85SOC_b
370.0,39.461,4.0377,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_b
371.0,38.724,4.0376,1.556,NMC-LMO,SNL_NMC-LMO_85SOC_b
372.0,39.895,4.0405,1.473,NMC-LMO,SNL_NMC-LMO_85SOC_b
373.0,40.357,4.0377,1.348,NMC-LMO,SNL_NMC-LMO_85SOC_b
374.0,39.075,4.0383,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
375.0,39.473,4.0392,1.506,NMC-LMO,SNL_NMC-LMO_85SOC_b
376.0,40.354,4.0377,1.486,NMC-LMO,SNL_NMC-LMO_85SOC_b
377.0,38.781,4.0377,1.507,NMC-LMO,SNL_NMC-LMO_85SOC_b
378.0,38.999,4.035,1.366,NMC-LMO,SNL_NMC-LMO_85SOC_b
379.0,39.244,4.0334,1.535,NMC-LMO,SNL_NMC-LMO_85SOC_b
380.0,39.409,4.0371,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_b
381.0,39.884,4.0344,1.483,NMC-LMO,SNL_NMC-LMO_85SOC_b
382.0,38.99,4.0342,1.546,NMC-LMO,SNL_NMC-LMO_85SOC_b
383.0,38.841,4.0372,1.466,NMC-LMO,SNL_NMC-LMO_85SOC_b
384.0,40.178,4.0349,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_b
385.0,38.573,4.0362,1.491,NMC-LMO,SNL_NMC-LMO_85SOC_b
386.0,40.044,4.035,1.549,NMC-LMO,SNL_NMC-LMO_85SOC_b
387.0,38.807,4.0325,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_b
388.0,40.158,4.0309,1.549,NMC-LMO,SNL_NMC-LMO_85SOC_b
389.0,39.348,4.0326,1.568,NMC-LMO,SNL_NMC-LMO_85SOC_b
390.0,38.967,4.0314,1.496,NMC-LMO,SNL_NMC-LMO_85SOC_b
391.0,39.15,4.0325,1.447,NMC-LMO,SNL_NMC-LMO_85SOC_b
392.0,39.115,4.032,1.449,NMC-LMO,SNL_NMC-LMO_85SOC_b
393.0,39.683,4.031,1.442,NMC-LMO,SNL_NMC-LMO_85SOC_b
394.0,39.788,4.034,1.479,NMC-LMO,SNL_NMC-LMO_85SOC_b
395.0,39.804,4.0325,1.484,NMC-LMO,SNL_NMC-LMO_85SOC_b
396.0,40.661,4.0301,1.498,NMC-LMO,SNL_NMC-LMO_85SOC_b
397.0,40.049,4.0323,1.551,NMC-LMO,SNL_NMC-LMO_85SOC_b
398.0,40.734,4.0315,1.566,NMC-LMO,SNL_NMC-LMO_85SOC_b
399.0,40.887,4.0348,1.45,NMC-LMO,SNL_NMC-LMO_85SOC_b
400.0,41.056,4.0302,1.583,NMC-LMO,SNL_NMC-LMO_85SOC_b
401.0,39.132,4.0302,1.53,NMC-LMO,SNL_NMC-LMO_85SOC_b
402.0,39.727,4.0293,1.469,NMC-LMO,SNL_NMC-LMO_85SOC_b
403.0,39.442,4.0282,1.425,NMC-LMO,SNL_NMC-LMO_85SOC_b
404.0,39.707,4.0305,1.524,NMC-LMO,SNL_NMC-LMO_85SOC_b
405.0,40.717,4.0307,1.463,NMC-LMO,SNL_NMC-LMO_85SOC_b
406.0,40.973,4.0259,1.444,NMC-LMO,SNL_NMC-LMO_85SOC_b
407.0,39.954,4.0284,1.487,NMC-LMO,SNL_NMC-LMO_85SOC_b
408.0,40.795,4.0283,1.542,NMC-LMO,SNL_NMC-LMO_85SOC_b
409.0,39.732,4.029,1.491,NMC-LMO,SNL_NMC-LMO_85SOC_b
410.0,41.27,4.0269,1.57,NMC-LMO,SNL_NMC-LMO_85SOC_b
411.0,41.198,4.026,1.483,NMC-LMO,SNL_NMC-LMO_85SOC_b
412.0,40.268,4.0297,1.544,NMC-LMO,SNL_NMC-LMO_85SOC_b
413.0,40.492,4.0263,1.555,NMC-LMO,SNL_NMC-LMO_85SOC_b
414.0,40.93,4.029,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_b
415.0,41.007,4.02,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_b
416.0,40.62,4.0236,1.446,NMC-LMO,SNL_NMC-LMO_85SOC_b
417.0,40.65,4.0245,1.519,NMC-LMO,SNL_NMC-LMO_85SOC_b
418.0,39.734,4.0223,1.452,NMC-LMO,SNL_NMC-LMO_85SOC_b
419.0,39.656,4.0228,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
420.0,42.006,4.0255,1.528,NMC-LMO,SNL_NMC-LMO_85SOC_b
421.0,41.781,4.0222,1.45,NMC-LMO,SNL_NMC-LMO_85SOC_b
422.0,40.221,4.0255,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
423.0,40.457,4.0227,1.486,NMC-LMO,SNL_NMC-LMO_85SOC_b
424.0,40.815,4.0239,1.529,NMC-LMO,SNL_NMC-LMO_85SOC_b
425.0,41.522,4.0234,1.503,NMC-LMO,SNL_NMC-LMO_85SOC_b
426.0,40.923,4.0225,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_b
427.0,42.463,4.0238,1.451,NMC-LMO,SNL_NMC-LMO_85SOC_b
428.0,43.117,4.0226,1.476,NMC-LMO,SNL_NMC-LMO_85SOC_b
429.0,41.724,4.0193,1.522,NMC-LMO,SNL_NMC-LMO_85SOC_b
430.0,41.036,4.0223,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
431.0,41.461,4.0229,1.457,NMC-LMO,SNL_NMC-LMO_85SOC_b
432.0,41.319,4.0191,1.443,NMC-LMO,SNL_NMC-LMO_85SOC_b
433.0,41.918,4.0169,1.516,NMC-LMO,SNL_NMC-LMO_85SOC_b
434.0,41.591,4.0214,1.454,NMC-LMO,SNL_NMC-LMO_85SOC_b
435.0,41.7,4.0207,1.497,NMC-LMO,SNL_NMC-LMO_85SOC_b
436.0,41.164,4.0187,1.499,NMC-LMO,SNL_NMC-LMO_85SOC_b
437.0,41.585,4.0151,1.52,NMC-LMO,SNL_NMC-LMO_85SOC_b
438.0,41.678,4.018,1.512,NMC-LMO,SNL_NMC-LMO_85SOC_b
439.0,41.975,4.0161,1.581,NMC-LMO,SNL_NMC-LMO_85SOC_b
440.0,41.511,4.0195,1.416,NMC-LMO,SNL_NMC-LMO_85SOC_b
441.0,42.227,4.0148,1.512,NMC-LMO,SNL_NMC-LMO_85SOC_b
442.0,41.95,4.0178,1.473,NMC-LMO,SNL_NMC-LMO_85SOC_b
443.0,41.284,4.0172,1.479,NMC-LMO,SNL_NMC-LMO_85SOC_b
444.0,42.367,4.0152,1.517,NMC-LMO,SNL_NMC-LMO_85SOC_b
445.0,40.288,4.0153,1.526,NMC-LMO,SNL_NMC-LMO_85SOC_b
446.0,41.336,4.0165,1.503,NMC-LMO,SNL_NMC-LMO_85SOC_b
447.0,40.63,4.0163,1.546,NMC-LMO,SNL_NMC-LMO_85SOC_b
448.0,42.315,4.013,1.498,NMC-LMO,SNL_NMC-LMO_85SOC_b
449.0,41.892,4.0159,1.494,NMC-LMO,SNL_NMC-LMO_85SOC_b
450.0,41.947,4.0119,1.574,NMC-LMO,SNL_NMC-LMO_85SOC_b
451.0,41.788,4.0147,1.53,NMC-LMO,SNL_NMC-LMO_85SOC_b
452.0,42.551,4.0138,1.548,NMC-LMO,SNL_NMC-LMO_85SOC_b
453.0,42.047,4.0146,1.484,NMC-LMO,SNL_NMC-LMO_85SOC_b
454.0,43.379,4.0125,1.504,NMC-LMO,SNL_NMC-LMO_85SOC_b
455.0,42.546,4.0135,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_b
456.0,41.398,4.0122,1.554,NMC-LMO,SNL_NMC-LMO_85SOC_b
457.0,41.33,4.0113,1.552,NMC-LMO,SNL_NMC-LMO_85SOC_b
458.0,42.754,4.0138,1.545,NMC-LMO,SNL_NMC-LMO_85SOC_b
459.0,42.286,4.0086,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_b
460.0,42.719,4.0136,1.536,NMC-LMO,SNL_NMC-LMO_85SOC_b
461.0,43.149,4.0087,1.562,NMC-LMO,SNL_NMC-LMO_85SOC_b
462.0,42.982,4.0147,1.475,NMC-LMO,SNL_NMC-LMO_85SOC_b
463.0,42.57,4.0067,1.601,NMC-LMO,SNL_NMC-LMO_85SOC_b
464.0,42.71,4.0101,1.555,NMC-LMO,SNL_NMC-LMO_85SOC_b
465.0,42.709,4.0107,1.453,NMC-LMO,SNL_NMC-LMO_85SOC_b
466.0,42.79,4.0127,1.5,NMC-LMO,SNL_NMC-LMO_85SOC_b
467.0,42.677,4.012,1.549,NMC-LMO,SNL_NMC-LMO_85SOC_b
468.0,44.473,4.0104,1.481,NMC-LMO,SNL_NMC-LMO_85SOC_b
469.0,43.137,4.0131,1.46,NMC-LMO,SNL_NMC-LMO_85SOC_b
470.0,41.897,4.0118,1.517,NMC-LMO,SNL_NMC-LMO_85SOC_b
471.0,42.962,4.0061,1.474,NMC-LMO,SNL_NMC-LMO_85SOC_b
472.0,42.545,4.0086,1.514,NMC-LMO,SNL_NMC-LMO_85SOC_b
473.0,44.129,4.0121,1.498,NMC-LMO,SNL_NMC-LMO_85SOC_b
474.0,43.05,4.0071,1.445,NMC-LMO,SNL_NMC-LMO_85SOC_b
475.0,42.853,4.0067,1.451,NMC-LMO,SNL_NMC-LMO_85SOC_b
476.0,42.765,4.0071,1.579,NMC-LMO,SNL_NMC-LMO_85SOC_b
477.0,43.549,4.0108,1.464,NMC-LMO,SNL_NMC-LMO_85SOC_b
478.0,44.041,4.0049,1.488,NMC-LMO,SNL_NMC-LMO_85SOC_b
479.0,42.636,4.0058,1.461,NMC-LMO,SNL_NMC-LMO_85SOC_b
480.0,43.301,4.0032,1.566,NMC-LMO,SNL_NMC-LMO_85SOC_b
481.0,42.449,4.0067,1.397,NMC-LMO,SNL_NMC-LMO_85SOC_b
482.0,44.133,4.0016,1.429,NMC-LMO,SNL_NMC-LMO_85SOC_b
483.0,43.916,4.002,1.515,NMC-LMO,SNL_NMC-LMO_85SOC_b
484.0,44.049,4.0059,1.565,NMC-LMO,SNL_NMC-LMO_85SOC_b
485.0,43.796,4.0002,1.511,NMC-LMO,SNL_NMC-LMO_85SOC_b
486.0,44.151,4.0042,1.525,NMC-LMO,SNL_NMC-LMO_85SOC_b
487.0,44.04,4.0058,1.434,NMC-LMO,SNL_NMC-LMO_85SOC_b
488.0,44.069,4.0058,1.463,NMC-LMO,SNL_NMC-LMO_85SOC_b
489.0,43.741,4.0035,1.512,NMC-LMO,SNL_NMC-LMO_85SOC_b
490.0,42.893,4.0011,1.514,NMC-LMO,SNL_NMC-LMO_85SOC_b
491.0,43.803,4.0056,1.502,NMC-LMO,SNL_NMC-LMO_85SOC_b
492.0,44.298,4.0046,1.512,NMC-LMO,SNL_NMC-LMO_85SOC_b
493.0,44.091,4.0016,1.434,NMC-LMO,SNL_NMC-LMO_85SOC_b
494.0,44.154,3.9994,1.492,NMC-LMO,SNL_NMC-LMO_85SOC_b
495.0,44.799,4.0011,1.478,NMC-LMO,SNL_NMC-LMO_85SOC_b
496.0,44.176,3.9991,1.474,NMC-LMO,SNL_NMC-LMO_85SOC_b
497.0,43.05,3.9996,1.446,NMC-LMO,SNL_NMC-LMO_85SOC_b
498.0,44.138,4.0,1.478,NMC-LMO,SNL_NMC-LMO_85SOC_b
499.0,43.926,4.0003,1.467,NMC-LMO,SNL_NMC-LMO_85SOC_b
500.0,43.564,4.0001,1.516,NMC-LMO,SNL_NMC-LMO_85SOC_b
501.0,43.087,3.9979,1.422,NMC-LMO,SNL_NMC-LMO_85SOC_b
502.0,44.307,3.9968,1.577,NMC-LMO,SNL_NMC-LMO_85SOC_b
503.0,44.047,4.0022,1.509,NMC-LMO,SNL_NMC-LMO_85SOC_b
504.0,44.936,3.9995,1.476,NMC-LMO,SNL_NMC-LMO_85SOC_b
505.0,43.389,4.0004,1.517,NMC-LMO,SNL_NMC-LMO_85SOC_b
506.0,44.746,3.9966,1.491,NMC-LMO,SNL_NMC-LMO_85SOC_b
507.0,44.477,3.9976,1.48,NMC-LMO,SNL_NMC-LMO_85SOC_b
508.0,44.144,3.9963,1.42,NMC-LMO,SNL_NMC-LMO_85SOC_b
509.0,44.971,3.9958,1.472,NMC-LMO,SNL_NMC-LMO_85SOC_b
510.0,44.377,3.9839,1.765,NMC-LMO,SNL_NMC-LMO_85SOC_b
511.0,43.024,3.9915,2.315,NMC-LMO,SNL_NMC-LMO_85SOC_b
512.0,42.89,3.9923,2.699,NMC-LMO,SNL_NMC-LMO_85SOC_b
513.0,42.302,3.9945,3.176,NMC-LMO,SNL_NMC-LMO_85SOC_b
514.0,41.419,3.9861,3.4,NMC-LMO,SNL_NMC-LMO_85SOC_b
515.0,42.943,3.9849,4.138,NMC-LMO,SNL_NMC-LMO_85SOC_b
516.0,43.59,3.9835,4.493,NMC-LMO,SNL_NMC-LMO_85SOC_b
517.0,44.553,3.9754,5.008,NMC-LMO,SNL_NMC-LMO_85SOC_b
518.0,44.492,3.9431,5.44,NMC-LMO,SNL_NMC-LMO_85SOC_b
519.0,45.168,3.9337,6.207,NMC-LMO,SNL_NMC-LMO_85SOC_b
520.0,46.32,3.9376,6.691,NMC-LMO,SNL_NMC-LMO_85SOC_b
